id_pesan,id_pelanggan,nama_pelanggan,kota,negara,id_produk,nama_produk,kategori_produk,harga,jumlah_transaksi,diskon,status_diskon,tanggal_pesan,tahun,bulan,kode_bulan,tanggal,hari,estimasi_tiba,tanggal_tiba,lama_pengiriman,status_pengiriman,id_shipper,nama_jasa_pengiriman,revenue
10342,FRANK,Frankenversand,München,Germany,55,Pâté chinois,Meat/Poultry,19.2,40,0.2,Discount,1996-10-30,1996,October,10,30,Wednesday,1996-11-13,1996-11-04,5,Tepat Waktu,2,United Package,614.4000000000001
10343,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Germany,64,Wimmers gute Semmelknödel,Grains/Cereals,26.6,50,0.0,No Discount,1996-10-31,1996,October,10,31,Thursday,1996-11-28,1996-11-06,6,Tepat Waktu,1,Speedy Express,1330.0
10343,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Germany,68,Scottish Longbreads,Confections,10.0,4,0.05,Discount,1996-10-31,1996,October,10,31,Thursday,1996-11-28,1996-11-06,6,Tepat Waktu,1,Speedy Express,38.0
10343,LEHMS,Lehmanns Marktstand,Frankfurt a.M.,Germany,76,Lakkalikööri,Beverages,14.4,15,0.0,No Discount,1996-10-31,1996,October,10,31,Thursday,1996-11-28,1996-11-06,6,Tepat Waktu,1,Speedy Express,216.0
10344,WHITC,White Clover Markets,Seattle,USA,4,Chef Anton's Cajun Seasoning,Condiments,17.6,35,0.0,No Discount,1996-11-01,1996,November,11,1,Friday,1996-11-29,1996-11-05,4,Tepat Waktu,2,United Package,616.0
10344,WHITC,White Clover Markets,Seattle,USA,8,Northwoods Cranberry Sauce,Condiments,32.0,70,0.25,Discount,1996-11-01,1996,November,11,1,Friday,1996-11-29,1996-11-05,4,Tepat Waktu,2,United Package,1680.0
10345,QUICK,QUICK-Stop,Cunewalde,Germany,8,Northwoods Cranberry Sauce,Condiments,32.0,70,0.0,No Discount,1996-11-04,1996,November,11,4,Monday,1996-12-02,1996-11-11,7,Tepat Waktu,2,United Package,2240.0
10345,QUICK,QUICK-Stop,Cunewalde,Germany,19,Teatime Chocolate Biscuits,Confections,7.3,80,0.0,No Discount,1996-11-04,1996,November,11,4,Monday,1996-12-02,1996-11-11,7,Tepat Waktu,2,United Package,584.0
10345,QUICK,QUICK-Stop,Cunewalde,Germany,42,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,9,0.0,No Discount,1996-11-04,1996,November,11,4,Monday,1996-12-02,1996-11-11,7,Tepat Waktu,2,United Package,100.8
10346,RATTC,Rattlesnake Canyon Grocery,Albuquerque,USA,17,Alice Mutton,Meat/Poultry,31.2,36,0.1,Discount,1996-11-05,1996,November,11,5,Tuesday,1996-12-17,1996-11-08,3,Tepat Waktu,3,Federal Shipping,1010.8800000000001
10346,RATTC,Rattlesnake Canyon Grocery,Albuquerque,USA,56,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,0.0,No Discount,1996-11-05,1996,November,11,5,Tuesday,1996-12-17,1996-11-08,3,Tepat Waktu,3,Federal Shipping,608.0
10347,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,25,NuNuCa Nuß-Nougat-Creme,Confections,11.2,10,0.0,No Discount,1996-11-06,1996,November,11,6,Wednesday,1996-12-04,1996-11-08,2,Tepat Waktu,3,Federal Shipping,112.0
10347,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,39,Chartreuse verte,Beverages,14.4,50,0.15,Discount,1996-11-06,1996,November,11,6,Wednesday,1996-12-04,1996-11-08,2,Tepat Waktu,3,Federal Shipping,612.0
10347,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,40,Boston Crab Meat,Seafood,14.7,4,0.0,No Discount,1996-11-06,1996,November,11,6,Wednesday,1996-12-04,1996-11-08,2,Tepat Waktu,3,Federal Shipping,58.8
10347,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,75,Rhönbräu Klosterbier,Beverages,6.2,6,0.15,Discount,1996-11-06,1996,November,11,6,Wednesday,1996-12-04,1996-11-08,2,Tepat Waktu,3,Federal Shipping,31.62
10348,WANDK,Die Wandernde Kuh,Stuttgart,Germany,1,Chai,Beverages,14.4,15,0.15,Discount,1996-11-07,1996,November,11,7,Thursday,1996-12-05,1996-11-15,8,Tepat Waktu,2,United Package,183.6
10348,WANDK,Die Wandernde Kuh,Stuttgart,Germany,23,Tunnbröd,Grains/Cereals,7.2,25,0.0,No Discount,1996-11-07,1996,November,11,7,Thursday,1996-12-05,1996-11-15,8,Tepat Waktu,2,United Package,180.0
10349,SPLIR,Split Rail Beer & Ale,Lander,USA,54,Tourtière,Meat/Poultry,5.9,24,0.0,No Discount,1996-11-08,1996,November,11,8,Friday,1996-12-06,1996-11-15,7,Tepat Waktu,1,Speedy Express,141.60000000000002
10350,LAMAI,La maison d'Asie,Toulouse,France,50,Valkoinen suklaa,Confections,13.0,15,0.1,Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-12-03,22,Tepat Waktu,2,United Package,175.5
10350,LAMAI,La maison d'Asie,Toulouse,France,69,Gudbrandsdalsost,Dairy Products,28.8,18,0.1,Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-12-03,22,Tepat Waktu,2,United Package,466.56
10351,ERNSH,Ernst Handel,Graz,Austria,38,Côte de Blaye,Beverages,210.8,20,0.05,Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-11-20,9,Tepat Waktu,1,Speedy Express,4005.2
10351,ERNSH,Ernst Handel,Graz,Austria,41,Jack's New England Clam Chowder,Seafood,7.7,13,0.0,No Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-11-20,9,Tepat Waktu,1,Speedy Express,100.10000000000001
10351,ERNSH,Ernst Handel,Graz,Austria,44,Gula Malacca,Condiments,15.5,77,0.05,Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-11-20,9,Tepat Waktu,1,Speedy Express,1133.825
10351,ERNSH,Ernst Handel,Graz,Austria,65,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,10,0.05,Discount,1996-11-11,1996,November,11,11,Monday,1996-12-09,1996-11-20,9,Tepat Waktu,1,Speedy Express,159.6
10352,FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,24,Guaraná Fantástica,Beverages,3.6,10,0.0,No Discount,1996-11-12,1996,November,11,12,Tuesday,1996-11-26,1996-11-18,6,Tepat Waktu,3,Federal Shipping,36.0
10352,FURIB,Furia Bacalhau e Frutos do Mar,Lisboa,Portugal,54,Tourtière,Meat/Poultry,5.9,20,0.15,Discount,1996-11-12,1996,November,11,12,Tuesday,1996-11-26,1996-11-18,6,Tepat Waktu,3,Federal Shipping,100.3
10353,PICCO,Piccolo und mehr,Salzburg,Austria,11,Queso Cabrales,Dairy Products,16.8,12,0.2,Discount,1996-11-13,1996,November,11,13,Wednesday,1996-12-11,1996-11-25,12,Tepat Waktu,3,Federal Shipping,161.28000000000003
10353,PICCO,Piccolo und mehr,Salzburg,Austria,38,Côte de Blaye,Beverages,210.8,50,0.2,Discount,1996-11-13,1996,November,11,13,Wednesday,1996-12-11,1996-11-25,12,Tepat Waktu,3,Federal Shipping,8432.0
10354,PERIC,Pericles Comidas clásicas,México D.F.,Mexico,1,Chai,Beverages,14.4,12,0.0,No Discount,1996-11-14,1996,November,11,14,Thursday,1996-12-12,1996-11-20,6,Tepat Waktu,3,Federal Shipping,172.8
10354,PERIC,Pericles Comidas clásicas,México D.F.,Mexico,29,Thüringer Rostbratwurst,Meat/Poultry,99.0,4,0.0,No Discount,1996-11-14,1996,November,11,14,Thursday,1996-12-12,1996-11-20,6,Tepat Waktu,3,Federal Shipping,396.0
10355,AROUT,Around the Horn,London,UK,24,Guaraná Fantástica,Beverages,3.6,25,0.0,No Discount,1996-11-15,1996,November,11,15,Friday,1996-12-13,1996-11-20,5,Tepat Waktu,1,Speedy Express,90.0
10355,AROUT,Around the Horn,London,UK,57,Ravioli Angelo,Grains/Cereals,15.6,25,0.0,No Discount,1996-11-15,1996,November,11,15,Friday,1996-12-13,1996-11-20,5,Tepat Waktu,1,Speedy Express,390.0
10356,WANDK,Die Wandernde Kuh,Stuttgart,Germany,31,Gorgonzola Telino,Dairy Products,10.0,30,0.0,No Discount,1996-11-18,1996,November,11,18,Monday,1996-12-16,1996-11-27,9,Tepat Waktu,2,United Package,300.0
10356,WANDK,Die Wandernde Kuh,Stuttgart,Germany,55,Pâté chinois,Meat/Poultry,19.2,12,0.0,No Discount,1996-11-18,1996,November,11,18,Monday,1996-12-16,1996-11-27,9,Tepat Waktu,2,United Package,230.39999999999998
10356,WANDK,Die Wandernde Kuh,Stuttgart,Germany,69,Gudbrandsdalsost,Dairy Products,28.8,20,0.0,No Discount,1996-11-18,1996,November,11,18,Monday,1996-12-16,1996-11-27,9,Tepat Waktu,2,United Package,576.0
10357,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,10,Ikura,Seafood,24.8,30,0.2,Discount,1996-11-19,1996,November,11,19,Tuesday,1996-12-17,1996-12-02,13,Tepat Waktu,3,Federal Shipping,595.2
10357,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,26,Gumbär Gummibärchen,Confections,24.9,16,0.0,No Discount,1996-11-19,1996,November,11,19,Tuesday,1996-12-17,1996-12-02,13,Tepat Waktu,3,Federal Shipping,398.4
10357,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,60,Camembert Pierrot,Dairy Products,27.2,8,0.2,Discount,1996-11-19,1996,November,11,19,Tuesday,1996-12-17,1996-12-02,13,Tepat Waktu,3,Federal Shipping,174.08
10358,LAMAI,La maison d'Asie,Toulouse,France,24,Guaraná Fantástica,Beverages,3.6,10,0.05,Discount,1996-11-20,1996,November,11,20,Wednesday,1996-12-18,1996-11-27,7,Tepat Waktu,1,Speedy Express,34.199999999999996
10358,LAMAI,La maison d'Asie,Toulouse,France,34,Sasquatch Ale,Beverages,11.2,10,0.05,Discount,1996-11-20,1996,November,11,20,Wednesday,1996-12-18,1996-11-27,7,Tepat Waktu,1,Speedy Express,106.39999999999999
10358,LAMAI,La maison d'Asie,Toulouse,France,36,Inlagd Sill,Seafood,15.2,20,0.05,Discount,1996-11-20,1996,November,11,20,Wednesday,1996-12-18,1996-11-27,7,Tepat Waktu,1,Speedy Express,288.8
10359,SEVES,Seven Seas Imports,London,UK,16,Pavlova,Confections,13.9,56,0.05,Discount,1996-11-21,1996,November,11,21,Thursday,1996-12-19,1996-11-26,5,Tepat Waktu,3,Federal Shipping,739.4799999999999
10359,SEVES,Seven Seas Imports,London,UK,31,Gorgonzola Telino,Dairy Products,10.0,70,0.05,Discount,1996-11-21,1996,November,11,21,Thursday,1996-12-19,1996-11-26,5,Tepat Waktu,3,Federal Shipping,665.0
10359,SEVES,Seven Seas Imports,London,UK,60,Camembert Pierrot,Dairy Products,27.2,80,0.05,Discount,1996-11-21,1996,November,11,21,Thursday,1996-12-19,1996-11-26,5,Tepat Waktu,3,Federal Shipping,2067.2
10360,BLONP,Blondesddsl père et fils,Strasbourg,France,28,Rössle Sauerkraut,Produce,36.4,30,0.0,No Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-02,10,Tepat Waktu,3,Federal Shipping,1092.0
10360,BLONP,Blondesddsl père et fils,Strasbourg,France,29,Thüringer Rostbratwurst,Meat/Poultry,99.0,35,0.0,No Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-02,10,Tepat Waktu,3,Federal Shipping,3465.0
10360,BLONP,Blondesddsl père et fils,Strasbourg,France,38,Côte de Blaye,Beverages,210.8,10,0.0,No Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-02,10,Tepat Waktu,3,Federal Shipping,2108.0
10360,BLONP,Blondesddsl père et fils,Strasbourg,France,49,Maxilaku,Confections,16.0,35,0.0,No Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-02,10,Tepat Waktu,3,Federal Shipping,560.0
10360,BLONP,Blondesddsl père et fils,Strasbourg,France,54,Tourtière,Meat/Poultry,5.9,28,0.0,No Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-02,10,Tepat Waktu,3,Federal Shipping,165.20000000000002
10361,QUICK,QUICK-Stop,Cunewalde,Germany,39,Chartreuse verte,Beverages,14.4,54,0.1,Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-03,11,Tepat Waktu,2,United Package,699.84
10361,QUICK,QUICK-Stop,Cunewalde,Germany,60,Camembert Pierrot,Dairy Products,27.2,55,0.1,Discount,1996-11-22,1996,November,11,22,Friday,1996-12-20,1996-12-03,11,Tepat Waktu,2,United Package,1346.4
10362,BONAP,Bon app',Marseille,France,25,NuNuCa Nuß-Nougat-Creme,Confections,11.2,50,0.0,No Discount,1996-11-25,1996,November,11,25,Monday,1996-12-23,1996-11-28,3,Tepat Waktu,1,Speedy Express,560.0
10362,BONAP,Bon app',Marseille,France,51,Manjimup Dried Apples,Produce,42.4,20,0.0,No Discount,1996-11-25,1996,November,11,25,Monday,1996-12-23,1996-11-28,3,Tepat Waktu,1,Speedy Express,848.0
10362,BONAP,Bon app',Marseille,France,54,Tourtière,Meat/Poultry,5.9,24,0.0,No Discount,1996-11-25,1996,November,11,25,Monday,1996-12-23,1996-11-28,3,Tepat Waktu,1,Speedy Express,141.60000000000002
10363,DRACD,Drachenblut Delikatessen,Aachen,Germany,31,Gorgonzola Telino,Dairy Products,10.0,20,0.0,No Discount,1996-11-26,1996,November,11,26,Tuesday,1996-12-24,1996-12-04,8,Tepat Waktu,3,Federal Shipping,200.0
10363,DRACD,Drachenblut Delikatessen,Aachen,Germany,75,Rhönbräu Klosterbier,Beverages,6.2,12,0.0,No Discount,1996-11-26,1996,November,11,26,Tuesday,1996-12-24,1996-12-04,8,Tepat Waktu,3,Federal Shipping,74.4
10363,DRACD,Drachenblut Delikatessen,Aachen,Germany,76,Lakkalikööri,Beverages,14.4,12,0.0,No Discount,1996-11-26,1996,November,11,26,Tuesday,1996-12-24,1996-12-04,8,Tepat Waktu,3,Federal Shipping,172.8
10364,EASTC,Eastern Connection,London,UK,69,Gudbrandsdalsost,Dairy Products,28.8,30,0.0,No Discount,1996-11-26,1996,November,11,26,Tuesday,1997-01-07,1996-12-04,8,Tepat Waktu,1,Speedy Express,864.0
10364,EASTC,Eastern Connection,London,UK,71,Flotemysost,Dairy Products,17.2,5,0.0,No Discount,1996-11-26,1996,November,11,26,Tuesday,1997-01-07,1996-12-04,8,Tepat Waktu,1,Speedy Express,86.0
10365,ANTON,Antonio Moreno Taquería,México D.F.,Mexico,11,Queso Cabrales,Dairy Products,16.8,24,0.0,No Discount,1996-11-27,1996,November,11,27,Wednesday,1996-12-25,1996-12-02,5,Tepat Waktu,2,United Package,403.20000000000005
10366,GALED,Galería del gastrónomo,Barcelona,Spain,65,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,5,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1997-01-09,1996-12-30,32,Tepat Waktu,2,United Package,84.0
10366,GALED,Galería del gastrónomo,Barcelona,Spain,77,Original Frankfurter grüne Soße,Condiments,10.4,5,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1997-01-09,1996-12-30,32,Tepat Waktu,2,United Package,52.0
10367,VAFFE,Vaffeljernet,Århus,Denmark,34,Sasquatch Ale,Beverages,11.2,36,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1996-12-26,1996-12-02,4,Tepat Waktu,3,Federal Shipping,403.2
10367,VAFFE,Vaffeljernet,Århus,Denmark,54,Tourtière,Meat/Poultry,5.9,18,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1996-12-26,1996-12-02,4,Tepat Waktu,3,Federal Shipping,106.2
10367,VAFFE,Vaffeljernet,Århus,Denmark,65,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,15,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1996-12-26,1996-12-02,4,Tepat Waktu,3,Federal Shipping,252.0
10367,VAFFE,Vaffeljernet,Århus,Denmark,77,Original Frankfurter grüne Soße,Condiments,10.4,7,0.0,No Discount,1996-11-28,1996,November,11,28,Thursday,1996-12-26,1996-12-02,4,Tepat Waktu,3,Federal Shipping,72.8
10368,ERNSH,Ernst Handel,Graz,Austria,21,Sir Rodney's Scones,Confections,8.0,5,0.1,Discount,1996-11-29,1996,November,11,29,Friday,1996-12-27,1996-12-02,3,Tepat Waktu,2,United Package,36.0
10368,ERNSH,Ernst Handel,Graz,Austria,28,Rössle Sauerkraut,Produce,36.4,13,0.1,Discount,1996-11-29,1996,November,11,29,Friday,1996-12-27,1996-12-02,3,Tepat Waktu,2,United Package,425.88
10368,ERNSH,Ernst Handel,Graz,Austria,57,Ravioli Angelo,Grains/Cereals,15.6,25,0.0,No Discount,1996-11-29,1996,November,11,29,Friday,1996-12-27,1996-12-02,3,Tepat Waktu,2,United Package,390.0
10368,ERNSH,Ernst Handel,Graz,Austria,64,Wimmers gute Semmelknödel,Grains/Cereals,26.6,35,0.1,Discount,1996-11-29,1996,November,11,29,Friday,1996-12-27,1996-12-02,3,Tepat Waktu,2,United Package,837.9
10369,SPLIR,Split Rail Beer & Ale,Lander,USA,29,Thüringer Rostbratwurst,Meat/Poultry,99.0,20,0.0,No Discount,1996-12-02,1996,December,12,2,Monday,1996-12-30,1996-12-09,7,Tepat Waktu,2,United Package,1980.0
10369,SPLIR,Split Rail Beer & Ale,Lander,USA,56,Gnocchi di nonna Alice,Grains/Cereals,30.4,18,0.25,Discount,1996-12-02,1996,December,12,2,Monday,1996-12-30,1996-12-09,7,Tepat Waktu,2,United Package,410.4
10370,CHOPS,Chop-suey Chinese,Bern,Switzerland,1,Chai,Beverages,14.4,15,0.15,Discount,1996-12-03,1996,December,12,3,Tuesday,1996-12-31,1996-12-27,24,Tepat Waktu,2,United Package,183.6
10370,CHOPS,Chop-suey Chinese,Bern,Switzerland,64,Wimmers gute Semmelknödel,Grains/Cereals,26.6,30,0.0,No Discount,1996-12-03,1996,December,12,3,Tuesday,1996-12-31,1996-12-27,24,Tepat Waktu,2,United Package,798.0
10370,CHOPS,Chop-suey Chinese,Bern,Switzerland,74,Longlife Tofu,Produce,8.0,20,0.15,Discount,1996-12-03,1996,December,12,3,Tuesday,1996-12-31,1996-12-27,24,Tepat Waktu,2,United Package,136.0
10371,LAMAI,La maison d'Asie,Toulouse,France,36,Inlagd Sill,Seafood,15.2,6,0.2,Discount,1996-12-03,1996,December,12,3,Tuesday,1996-12-31,1996-12-24,21,Tepat Waktu,1,Speedy Express,72.96
10372,QUEEN,Queen Cozinha,Sao Paulo,Brazil,20,Sir Rodney's Marmalade,Confections,64.8,12,0.25,Discount,1996-12-04,1996,December,12,4,Wednesday,1997-01-01,1996-12-09,5,Tepat Waktu,2,United Package,583.1999999999999
10372,QUEEN,Queen Cozinha,Sao Paulo,Brazil,38,Côte de Blaye,Beverages,210.8,40,0.25,Discount,1996-12-04,1996,December,12,4,Wednesday,1997-01-01,1996-12-09,5,Tepat Waktu,2,United Package,6324.0
10372,QUEEN,Queen Cozinha,Sao Paulo,Brazil,60,Camembert Pierrot,Dairy Products,27.2,70,0.25,Discount,1996-12-04,1996,December,12,4,Wednesday,1997-01-01,1996-12-09,5,Tepat Waktu,2,United Package,1428.0
10372,QUEEN,Queen Cozinha,Sao Paulo,Brazil,72,Mozzarella di Giovanni,Dairy Products,27.8,42,0.25,Discount,1996-12-04,1996,December,12,4,Wednesday,1997-01-01,1996-12-09,5,Tepat Waktu,2,United Package,875.7
10373,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,58,Escargots de Bourgogne,Seafood,10.6,80,0.2,Discount,1996-12-05,1996,December,12,5,Thursday,1997-01-02,1996-12-11,6,Tepat Waktu,3,Federal Shipping,678.4000000000001
10373,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,71,Flotemysost,Dairy Products,17.2,50,0.2,Discount,1996-12-05,1996,December,12,5,Thursday,1997-01-02,1996-12-11,6,Tepat Waktu,3,Federal Shipping,688.0
10374,WOLZA,Wolski  Zajazd,Warszawa,Poland,31,Gorgonzola Telino,Dairy Products,10.0,30,0.0,No Discount,1996-12-05,1996,December,12,5,Thursday,1997-01-02,1996-12-09,4,Tepat Waktu,3,Federal Shipping,300.0
10374,WOLZA,Wolski  Zajazd,Warszawa,Poland,58,Escargots de Bourgogne,Seafood,10.6,15,0.0,No Discount,1996-12-05,1996,December,12,5,Thursday,1997-01-02,1996-12-09,4,Tepat Waktu,3,Federal Shipping,159.0
10375,HUNGC,Hungry Coyote Import Store,Elgin,USA,14,Tofu,Produce,18.6,15,0.0,No Discount,1996-12-06,1996,December,12,6,Friday,1997-01-03,1996-12-09,3,Tepat Waktu,2,United Package,279.0
10375,HUNGC,Hungry Coyote Import Store,Elgin,USA,54,Tourtière,Meat/Poultry,5.9,10,0.0,No Discount,1996-12-06,1996,December,12,6,Friday,1997-01-03,1996-12-09,3,Tepat Waktu,2,United Package,59.0
10376,MEREP,Mère Paillarde,Montréal,Canada,31,Gorgonzola Telino,Dairy Products,10.0,42,0.05,Discount,1996-12-09,1996,December,12,9,Monday,1997-01-06,1996-12-13,4,Tepat Waktu,2,United Package,399.0
10377,SEVES,Seven Seas Imports,London,UK,28,Rössle Sauerkraut,Produce,36.4,20,0.15,Discount,1996-12-09,1996,December,12,9,Monday,1997-01-06,1996-12-13,4,Tepat Waktu,3,Federal Shipping,618.8
10377,SEVES,Seven Seas Imports,London,UK,39,Chartreuse verte,Beverages,14.4,20,0.15,Discount,1996-12-09,1996,December,12,9,Monday,1997-01-06,1996-12-13,4,Tepat Waktu,3,Federal Shipping,244.79999999999998
10378,FOLKO,Folk och fä HB,Bräcke,Sweden,71,Flotemysost,Dairy Products,17.2,6,0.0,No Discount,1996-12-10,1996,December,12,10,Tuesday,1997-01-07,1996-12-19,9,Tepat Waktu,3,Federal Shipping,103.19999999999999
10379,QUEDE,Que Delícia,Rio de Janeiro,Brazil,41,Jack's New England Clam Chowder,Seafood,7.7,8,0.1,Discount,1996-12-11,1996,December,12,11,Wednesday,1997-01-08,1996-12-13,2,Tepat Waktu,1,Speedy Express,55.440000000000005
10379,QUEDE,Que Delícia,Rio de Janeiro,Brazil,63,Vegie-spread,Condiments,35.1,16,0.1,Discount,1996-12-11,1996,December,12,11,Wednesday,1997-01-08,1996-12-13,2,Tepat Waktu,1,Speedy Express,505.44000000000005
10379,QUEDE,Que Delícia,Rio de Janeiro,Brazil,65,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,20,0.1,Discount,1996-12-11,1996,December,12,11,Wednesday,1997-01-08,1996-12-13,2,Tepat Waktu,1,Speedy Express,302.40000000000003
10380,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,30,Nord-Ost Matjeshering,Seafood,20.7,18,0.1,Discount,1996-12-12,1996,December,12,12,Thursday,1997-01-09,1997-01-16,35,Terlambat,3,Federal Shipping,335.34
10380,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,53,Perth Pasties,Meat/Poultry,26.2,20,0.1,Discount,1996-12-12,1996,December,12,12,Thursday,1997-01-09,1997-01-16,35,Terlambat,3,Federal Shipping,471.6
10380,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,60,Camembert Pierrot,Dairy Products,27.2,6,0.1,Discount,1996-12-12,1996,December,12,12,Thursday,1997-01-09,1997-01-16,35,Terlambat,3,Federal Shipping,146.88
10380,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,70,Outback Lager,Beverages,12.0,30,0.0,No Discount,1996-12-12,1996,December,12,12,Thursday,1997-01-09,1997-01-16,35,Terlambat,3,Federal Shipping,360.0
10381,LILAS,LILA-Supermercado,Barquisimeto,Venezuela,74,Longlife Tofu,Produce,8.0,14,0.0,No Discount,1996-12-12,1996,December,12,12,Thursday,1997-01-09,1996-12-13,1,Tepat Waktu,3,Federal Shipping,112.0
10382,ERNSH,Ernst Handel,Graz,Austria,5,Chef Anton's Gumbo Mix,Condiments,17.0,32,0.0,No Discount,1996-12-13,1996,December,12,13,Friday,1997-01-10,1996-12-16,3,Tepat Waktu,1,Speedy Express,544.0
10382,ERNSH,Ernst Handel,Graz,Austria,18,Carnarvon Tigers,Seafood,50.0,9,0.0,No Discount,1996-12-13,1996,December,12,13,Friday,1997-01-10,1996-12-16,3,Tepat Waktu,1,Speedy Express,450.0
10382,ERNSH,Ernst Handel,Graz,Austria,29,Thüringer Rostbratwurst,Meat/Poultry,99.0,14,0.0,No Discount,1996-12-13,1996,December,12,13,Friday,1997-01-10,1996-12-16,3,Tepat Waktu,1,Speedy Express,1386.0
10382,ERNSH,Ernst Handel,Graz,Austria,33,Geitost,Dairy Products,2.0,60,0.0,No Discount,1996-12-13,1996,December,12,13,Friday,1997-01-10,1996-12-16,3,Tepat Waktu,1,Speedy Express,120.0
10382,ERNSH,Ernst Handel,Graz,Austria,74,Longlife Tofu,Produce,8.0,50,0.0,No Discount,1996-12-13,1996,December,12,13,Friday,1997-01-10,1996-12-16,3,Tepat Waktu,1,Speedy Express,400.0
10383,AROUT,Around the Horn,London,UK,13,Konbu,Seafood,4.8,20,0.0,No Discount,1996-12-16,1996,December,12,16,Monday,1997-01-13,1996-12-18,2,Tepat Waktu,3,Federal Shipping,96.0
10383,AROUT,Around the Horn,London,UK,50,Valkoinen suklaa,Confections,13.0,15,0.0,No Discount,1996-12-16,1996,December,12,16,Monday,1997-01-13,1996-12-18,2,Tepat Waktu,3,Federal Shipping,195.0
10383,AROUT,Around the Horn,London,UK,56,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,0.0,No Discount,1996-12-16,1996,December,12,16,Monday,1997-01-13,1996-12-18,2,Tepat Waktu,3,Federal Shipping,608.0
10384,BERGS,Berglunds snabbköp,Luleå,Sweden,20,Sir Rodney's Marmalade,Confections,64.8,28,0.0,No Discount,1996-12-16,1996,December,12,16,Monday,1997-01-13,1996-12-20,4,Tepat Waktu,3,Federal Shipping,1814.3999999999999
10384,BERGS,Berglunds snabbköp,Luleå,Sweden,60,Camembert Pierrot,Dairy Products,27.2,15,0.0,No Discount,1996-12-16,1996,December,12,16,Monday,1997-01-13,1996-12-20,4,Tepat Waktu,3,Federal Shipping,408.0
10385,SPLIR,Split Rail Beer & Ale,Lander,USA,7,Uncle Bob's Organic Dried Pears,Produce,24.0,10,0.2,Discount,1996-12-17,1996,December,12,17,Tuesday,1997-01-14,1996-12-23,6,Tepat Waktu,2,United Package,192.0
10385,SPLIR,Split Rail Beer & Ale,Lander,USA,60,Camembert Pierrot,Dairy Products,27.2,20,0.2,Discount,1996-12-17,1996,December,12,17,Tuesday,1997-01-14,1996-12-23,6,Tepat Waktu,2,United Package,435.20000000000005
10385,SPLIR,Split Rail Beer & Ale,Lander,USA,68,Scottish Longbreads,Confections,10.0,8,0.2,Discount,1996-12-17,1996,December,12,17,Tuesday,1997-01-14,1996-12-23,6,Tepat Waktu,2,United Package,64.0
10386,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,24,Guaraná Fantástica,Beverages,3.6,15,0.0,No Discount,1996-12-18,1996,December,12,18,Wednesday,1997-01-01,1996-12-25,7,Tepat Waktu,3,Federal Shipping,54.0
10386,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,34,Sasquatch Ale,Beverages,11.2,10,0.0,No Discount,1996-12-18,1996,December,12,18,Wednesday,1997-01-01,1996-12-25,7,Tepat Waktu,3,Federal Shipping,112.0
10387,SANTG,Santé Gourmet,Stavern,Norway,24,Guaraná Fantástica,Beverages,3.6,15,0.0,No Discount,1996-12-18,1996,December,12,18,Wednesday,1997-01-15,1996-12-20,2,Tepat Waktu,2,United Package,54.0
